object_annotation_hierarchy2;Type;Sub_type;Value
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Corycaeidae>Corycaeus;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Lubbockiidae>Lubbockia;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae>Oncaea;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Sapphirinidae;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Sapphirinidae>Copilia;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Sapphirinidae>Sapphirina;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Siphonostomatoida;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Siphonostomatoida>Caligus;living;copepoda;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Crustacea>nauplii;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Crustacea>part;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Thecostraca>Cirripedia;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Thecostraca>Cirripedia>cirrus;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Thecostraca>Cirripedia>cypris;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Thecostraca>Cirripedia>Megabalanus;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Thecostraca>Cirripedia>nauplii;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>metanauplii;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>nauplii;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>nauplii>badfocus;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda>empty;non_living;crustacea;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda>Ostracoda X;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda>Podocopa>Cypria;living;crustacea;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>part;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda;living;other;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Collembola>Poduromorpha>Odontella>Odontella sp.;living;other;1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta;living;other;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Halobates;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Pterygota>Gerridae;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Pterygota>Gonophora;living;other;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Pterygota>Gymnosoma;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Pterygota>Hydrobaenus;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>Pterygota>Naubates;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Hexapoda>Insecta>wing;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Bryozoa;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Bryozoa>cyphonaute;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Aphragmophora X>Serratosagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Ctenodontina>Pterosagittidae>Pterosagitta>Pterosagitta draco;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Ctenodontina>Sagittidae>Flaccisagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Ctenodontina>Sagittidae>Flaccisagitta>Flaccisagitta enflata;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Ctenodontina>Sagittidae>Sagitta>Sagitta bipunctata;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Pterosagittidae>Pterosagitta>Pterosagitta draco;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Aidanosagitta>Aidanosagitta regularis;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Flaccisagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Flaccisagitta>Flaccisagitta enflata;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Flaccisagitta>Flaccisagitta hexaptera;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Mesosagitta>Mesosagitta minima;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Pseudosagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Sagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Sagitta>Sagitta bipunctata;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Serratosagitta;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Serratosagitta>Serratosagitta serratodentata;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Aphragmophora>Sagittidae>Serratosagitta>Serratosagitta tasmanica;living;chaetognatha;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>head;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>part;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>tail;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Cephalochordata>Branchiostomidae>Branchiostoma>Branchiostoma lanceolatum;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii>egg;living;other;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii>larvae>part;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii>part;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii>scale;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii>Teleostei X;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>egg;living;other;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>body;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>Fritillariidae;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>Fritillariidae>Fritillaria;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>head;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>house;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>Oikopleuridae;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>Oikopleuridae>Oikopleura;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>tail;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia>trunk;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Doliolida;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>part;non_living;detritus;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Pyrosomatida;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Pyrosomatida>Pyrosoma;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>chain;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>colony;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>Iasis;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>juvenile;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>larvae;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>like;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>Salpa;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>Salpidae>endostyle;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>Salpidae>nucleus;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Thaliacea>Salpida>Thalia;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Anthozoa>polype;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>ephyra;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>actinula;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Cnidaria;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Bougainvilliidae>Bougainvillia;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Corynidae>Dipurena;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Porpitidae>larvae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Porpitidae>Porpita;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Porpitidae>Porpita>Porpita porpita;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Porpitidae>Velella;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Ptilocodiidae>Thecocodium;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>Campanulariidae>Obelia;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>Campanulariidae>Obelia>Obelia sp.;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>polype;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>Sertulariidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>bell;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Abylopsis>Abylopsis tetragona;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Abylopsis>Abylopsis tetragona>bract;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Abylopsis>Abylopsis tetragona>eudoxie;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Abylopsis>Abylopsis tetragona>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Abylopsis>Abylopsis tetragona>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia>Bassia bassensis;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia>Bassia bassensis>bract;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia>Bassia bassensis>eudoxie;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia>Bassia bassensis>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>Bassia>Bassia bassensis>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>bract;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Abylidae>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>bract;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Chelophyes;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Chelophyes>Chelophyes appendiculata;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>eudoxie;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Eudoxoides>Eudoxoides spiralis;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Eudoxoides>Eudoxoides spiralis>eudoxie;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Eudoxoides>Eudoxoides spiralis>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Eudoxoides>Eudoxoides spiralis>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Lensia;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>Lensia>Lensia subtilis;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Diphyidae>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Hippopodiidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>Hippopodiidae>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Calycophorae>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Cystonectae>Physaliidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Cystonectae>Physaliidae>Physalia;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>eudoxie;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>gonophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>part;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae>Agalmatidae>Agalma>Agalma elegans>siphonula;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae>Agalmatidae>Agalma>Agalma okeni;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae>larvae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae>nectophore;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>Physonectae>siphonula;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Hydroidolina>Siphonophorae>siphosome;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Physonect;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Narcomedusae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Narcomedusae>Aeginidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Narcomedusae>Aeginidae>Solmundella>Solmundella bitentaculata;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Narcomedusae>Aeginidae>Solmundella>Solmundella bitentaculata>actinula;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Geryoniidae>Liriope;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Aglantha>like;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Aglaura;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Rhopalonema;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Rhopalonema>Rhopalonema velatum;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Narcomedusae>Aeginidae>Solmundella>Solmundella bitentaculata;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Narcomedusae>Aeginidae>Solmundella>Solmundella bitentaculata>actinula;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Trachymedusae>Geryoniidae>Liriope;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Trachymedusae>Rhopalonematidae;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Trachymedusae>Rhopalonematidae>Aglaura;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylinae>Trachymedusae>Rhopalonematidae>Rhopalonema>Rhopalonema velatum;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>part;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>ring;living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Scyphozoa;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Scyphozoa>ephyra;living;cnidaria;3
